,title,order,body,A,B,C,D,E,resposta,resolucao
10,Questão 101 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)No processo de capta,11,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:justify"">No processo de captação da luz pelo olho para a formação de imagens estão envolvidas duas estruturas celulares: os cones e os bastonetes. Os cones são sensíveis à energia dos fótons, e os bastonetes, à quantidade de fótons incidentes. A energia dos fótons que compõem os raios luminosos está associada à sua frequência, e a intensidade, ao número de fótons incidentes.</p><p style=""text-align:justify"">Um animal que tem bastonetes mais sensíveis irá</p></div>","<div class=""exercise-answer__content dangerous-html""><p>apresentar daltonismo.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>perceber cores fora do espectro do visível.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>enxergar bem em ambientes mal iluminados.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>necessitar de mais luminosidade para enxergar.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>fazer uma pequena distinção de cores em ambientes iluminados.</p></div>",C,"<div class=""dangerous-html""><p style=""text-align:justify"">A retina é a camada mais interna do olho, formada por neurônios modificados denominados cones, para a recepção de luz forte e cores, e bastonetes, para a percepção de luz fraca.</p><p style=""text-align:justify""><strong>Resposta correta: C</strong></p><p style=""text-align:justify""><br></p></div>"
11,"Questão 102 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)De modo geral, a pal",12,"<div><p>(ENEM 2022)</p><p style=""text-align:justify"">De modo geral, a palavra ""aromático"" invoca associações agradáveis, como cheiro de café fresco ou de um pão doce de canela. Associações similares ocorriam no passado da história da química orgânica, quando os compostos ditos ""aromáticos apresentavam um odor agradável e foram isolados de óleos naturais. À medida que as estruturas desses compostos eram elucidadas, foi se descobrindo que vários deles continham uma unidade estrutural específica. Os compostos aromáticos que continham essa unidade estrutural tomaram-se parte de uma grande família, muito mais com base em suas estruturas eletrônicas do que nos seus cheiros, como as substâncias a seguir, encontradas em óleos vegetais.</p><p style=""text-align:justify""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1MzowNyArMDAwMDQzNTIzNw==.png"" data-filename=""58588""></p><p>A característica estrutural dessa família de compostos é a presença de</p></div>","<div class=""exercise-answer__content dangerous-html""><p>ramificações.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>insaturações.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>anel benzênico.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>átomos de oxigênio.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>carbonos assimétricos.</p></div>",C,"<div><p style=""text-align:justify"">Os compostos aromáticos são caracterizados pela presença de uma cadeia carbónica cíclica de seis carbonos com três ligações duplas alternadas, conforme representação a seguir:</p><p style=""text-align:center""><img data-filename=""58725"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMzo0MToxOSArMDAwMDEzNjU=.png""></p><p style=""text-align:justify"">Todas as cadeias do enunciado apresentam essa mesma estrutura eletrônica, portanto, a característica estrutural dessa familia é a cadela conjugada do anel benzênico.</p><p style=""text-align:justify""><strong>Resposta correta: C</strong></p><p style=""text-align:justify""><br></p></div>"
12,Questão 103 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Os resultados de um,13,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:justify"">Os resultados de um ensaio clínico randomizado na Indonésia apontaram uma redução de 77% dos casos de dengue nas áreas que receberam o mosquito <i>Aedes aegypti</i> infectado com a bactéria <i>Wolbachia</i>. Trata-se da mesma técnica utilizada no Brasil pelo Método Wolbachia, iniciativa conduzida pela Fundação Oswaldo Cruz - Fiocruz. Essa bactéria induz a redução da carga viral no mosquito e, consequentemente, o número de casos de dengue na área, sendo repassada por meio do cruzamento entre os insetos. Como essa bactéria é um organismo intracelular e o vírus também precisa entrar nas células para se reproduzir, ambos necessitarão de recursos comuns.</p><p style=""text-align:right""><span>COSTA, G. Agência Fiocruz de Notícias. <strong>Estudo confirma eficácia do Método Wolbachia para dengue</strong>. Disponível em: https://portal.focruz.br. Acesso em: 3 jun. 2022 (adaptado).</span></p><p>Essa tecnologia utilizada no combate à dengue consiste na</p></div>","<div class=""exercise-answer__content dangerous-html""><p>predação do vírus pela bactéria.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>esterilização de mosquitos infectados.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>alteração no genótipo do mosquito pela bactéria.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>competição do vírus e da bactéria no hospedeiro.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>inserção de material genético do vírus na bactéria.</p></div>",D,"<div class=""dangerous-html""><p style=""text-align:justify"">Segundo o texto, a bactéria Wobacchia e o vírus da dengue usam os mesmos recursos, o que caracteriza uma relação ecológica desarmónica de competição, prejudicando o vírus da dengue e diminuindo a carga viral no mosquito transmissor.</p><p style=""text-align:justify""><strong>Resposta correta: D</strong></p><p style=""text-align:justify""><br></p></div>"
13,Questão 104 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)A extinção de espéci,14,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:justify"">A extinção de espécies é uma ameaça real que afeta diversas regiões do país. A introdução de espécies exóticas pode ser considerada um fator maximizador desse processo. A jaqueira <i>(Artocarpus heterophyllus)</i>, por exemplo, é uma árvore originária da Índia e de regiões do Sudeste Asiático que foi introduzida ainda na era colonial e se aclimatou muito bem em praticamente todo o território nacional.</p><p style=""text-align:justify"">Casos como o dessa árvore podem provocar a redução da biodiversidade, pois elas</p></div>","<div class=""exercise-answer__content dangerous-html""><p>ocupam áreas de vegetação nativa e substituem parcialmente a flora original.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>estimulam a competição por seus frutos entre animais típicos da região e eliminam as espécies perdedoras.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>alteram os nichos e aumentam o número de possibilidades de relações entre os seres vivos daquele ambiente.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>apresentam alta taxa de reprodução e se mantêm com um número de indivíduos superior à capacidade suporte do ambiente.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>diminuem a relação de competição entre OS polinizadores e facilitam a ação de dispersores de sementes de espécies nativas.</p></div>",A,"<div class=""dangerous-html""><p>Organismos bioinvasores são aqueles que estão fora de seu território original, possuem uma boa capacidade de adaptação em um novo ambiente (diferente do original), normalmente apresentam vantagens quanto à competição pelos recursos ambientais e podem gerar algum tipo de impacto negativo, como ecológico, econômico ou na saúde humana. Com o tempo, esses organismos conseguem se ""fixar” no ambiente e, gradativamente, vão substituindo a população original.</p><p>Dependendo do sucesso adaptativo do bioinvasor, é possível que acarrete um grande desequilíbrio ambiental.</p><div>Resolução fornecida em parceria com Colégio Ari de Sá e SAS Plataforma de Educação<br></div></div>"
14,Questão 105 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Em um dia de calor i,15,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:justify"">Em um dia de calor intenso, dois colegas estão a brincar com a água da mangueira. Um deles quer saber até que altura o jato de água alcança, a partir da saída de água, quando a mangueira está posicionada totalmente na direção vertical. O outro colega propõe então o seguinte experimento: eles posicionarem a saída de água da mangueira na direção horizontal, a 1 m de altura em relação ao chão, e então medirem a distância horizontal entre a mangueira e o local onde a água atinge o chão. A medida dessa distância foi de 3 m, e a partir disso eles calcularam o alcance vertical do jato de água. Considere a aceleração da gravidade de 10 m s<sup>-2</sup>.</p><p style=""text-align:justify"">O resultado que eles obtiveram foi de</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1,50 m.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>2,25 m.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>4,00 m.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>4,50 m.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>5,00 m.</p></div>",B,"<div><p style=""text-align:left""><img data-filename=""58745"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMDozMzowNiArMDAwMDgwMjA3NA==.png""></p><p style=""text-align:left""><img data-filename=""58746"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMDozMzoxNiArMDAwMDc5MTExOQ==.png""></p><p style=""text-align:left""><br></p></div>"
15,Questão 106 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)O etanol é um combus,16,"<div><p>(ENEM 2022)</p><p style=""text-align:justify"">O etanol é um combustível produzido a partir da fermentação da sacarose presente no caldo de cana-de-açúcar. Um dos fatores que afeta a produção desse álcool é o grau de deterioração da sacarose, que se inicia após o corte, por causa da ação de microrganismos. Foram analisadas cinco amostras de diferentes tipos de cana-de-açúcar e cada uma recebeu um código de identificação. No quadro são apresentados os dados de concentração de sacarose e de microrganismos presentes nessas amostras.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1NDowMSArMDAwMDk5NDY3MA==.png"" data-filename=""58590""></p><p>Pretende-se escolher o tipo de cana-de-açúcar que conterá o maior teor de sacarose 10 horas após o corte e que, consequentemente, produzirá a maior quantidade de etanol por fermentação. Considere que existe uma redução de aproximadamente 50% da concentração de sacarose nesse tempo, para cada 1,0 mg L<sup>-1</sup> de microrganismos presentes na cana-de-açúcar.&nbsp;</p><p style=""text-align:right""><span>Disponível em: www.inovacao.unicamp.br. Acesso em: 11 ago, 2012 (adaptado).</span></p><p>Qual tipo de cana-de-açúcar deve ser escolhido?</p></div>","<div class=""exercise-answer__content dangerous-html""><p>RB72</p></div>","<div class=""exercise-answer__content dangerous-html""><p>RB84</p></div>","<div class=""exercise-answer__content dangerous-html""><p>RB92</p></div>","<div class=""exercise-answer__content dangerous-html""><p>SP79</p></div>","<div class=""exercise-answer__content dangerous-html""><p>SP80</p></div>",C,"<div class=""dangerous-html""><p>O texto informa que há uma ""redução de aproximadamente 50% da concentração de sacarose, para cada 1,0mg/L de microrganismos"". Inicialmente, calculamos a redução em cada amostra, levando em conta a quantidade de microrgaismos:</p><p><strong>I) RB72: </strong></p><p>reduz 50%&nbsp;→ 1 mg/L de microrganismos</p><p>reduz x&nbsp;&nbsp;← 0,7 mg/L</p><p>x = 35% - resta 65% da sacarose</p><p><strong>II) RB84:</strong></p><p>reduz 50% → 1 mg/L de microrganismos</p><p>reduz x&nbsp; ← 0,8 mg/L</p><p>x = 40% - resta 60% da sacarose</p><p><strong>III) RB92:</strong></p><p>reduz 50% → 1 mg/L de microrganismos</p><p>reduz x&nbsp; ← 0,6 mg/L</p><p>x = 30% - resta 70% da sacarose</p><p><strong>IV) SP80:</strong></p><p>reduz 50% → 1mg/L de microrganismos</p><p>reduz x&nbsp; ← 0,9 mg/L</p><p>x = 45% - resta 55% da sacarose</p><p>Por fim, calculamos as quantidades que restam de sacarose em cada experimento:</p><p>m(RB72) = 0,65 x 13 = 8,45 g</p><p>m(RB84) = 0,60 x 18 = 10,8 g<br></p><p>m(RB92) = 0,70 x 16 = 11,2 g</p><p>m(SP79) = 0,75 x 14 = 10,5 g</p><p>m(SP80) = 0,55 x 17 = 9,35 g</p><p>A amostra em que resta a maior quantidade de sacarose é a RB92, em que restam 11,2 g.</p><p><br></p></div>"
16,Questão 107 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Entre as diversas té,17,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:justify"">Entre as diversas técnicas para diagnóstico da covid-19, destaca-se o teste genético. Considerando as diferentes variantes e cargas virais, um exemplo é a PCR, reação efetuada por uma enzima do tipo polimerase. Essa técnica permite identificar, com confiabilidade, o material genético do SARS-CoV-2, um vírus de RNA. Para comprovação da infecção por esse coronavírus, são coletadas amostras de secreções do indivíduo. Uma etapa que antecede a reação de PCR precisa ser realizada para permitir a amplificação do material genético do vírus.</p><p style=""text-align:justify"">Essa etapa deve ser realizada para</p></div>","<div class=""exercise-answer__content dangerous-html""><p>concentrar o RNA viral para otimizar a técnica.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>identificar nas amostras anticorpos anti-SARS-CoV-2.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>proliferar o vírus em culturas, aumentando a carga viral.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>purificar ácidos nucleicos virais, facilitando a ação da enzima.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>obter moléculas de cDNA viral por meio da transcrição reversa.</p></div>",E,"<div class=""dangerous-html""><p style=""text-align:justify""><span style=""font-size:1em"">APCR ou Reação de Cadeia de Polimerase é uma técnica que cria várias cópias de uma molécula de DNA em alta velocidade. Por exemplo, ela pode ser usada para diagnosticar doenças virais pesquisando a presença do material genético viral em amostras biológicas de um individuo possivelmente contaminado. Se o material genético viral estiver presente na amostra, a PCR cria várias cópias do material genético desse individuo até que esse material genético, em grandes quantidades, pode ser facilmente detectado por exames de DNA. Como o SARS-CoV-2 é um vírus de RNA, e a PCR cria cópias de DNA, para se usar a técnica com o vírus da covid, precisa-se primeiro usar a enzima transcriptase reversa para produzir DNA viral a partir do RNA viral, sendo esse DNA chamado de cDNA viral, ou seja, DNA viral complementar ao RNA viral. Por isso, nesse caso, a técnica é chamar de RT-PCR (em que RT é a abreviação em inglês para enzima transcriptase reversa).</span></p><p style=""text-align:justify""><span style=""font-size:1em""><strong>Resposta correta: E</strong></span><span style=""font-size:1em""><br></span></p><p><span style=""text-align:justify""></span><br></p></div>"
17,Questão 108 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Tribologia é o estud,18,"<div><p>(ENEM 2022)</p><p style=""text-align:justify"">Tribologia é o estudo da interação entre duas superfícies em contato, como desgaste e atrito, sendo de extrema importância na avaliação de diferentes produtos e de bens de consumo em geral. Para testar a conformidade de uma muleta, realiza-se um ensaio tribológico, pressionando-a verticalmente contra o piso com uma força <strong><i>F</i></strong>, conforme ilustra a imagem, em que <strong>CM</strong> representa o centro de massa da muleta.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1NjowOSArMDAwMDQ1MDA2Mw==.png"" data-filename=""58591""></p><p style=""text-align:justify"">Mantendo-se a força <strong><i>F</i></strong>&nbsp;paralela à muleta, varia-se lentamente o ângulo entre a muleta e a vertical, até o máximo ângulo imediatamente anterior ao de escorregamento, denominado ângulo crítico. Esse ângulo também pode ser calculado a partir da identificação dos pontos de aplicação, da direção e do sentido das forças peso (<strong><i>P&nbsp;</i></strong>), normal (<strong><i>N&nbsp;</i></strong>) e de atrito estático <i>f<sub>e&nbsp;</sub></i>.</p><p style=""text-align:justify"">O esquema que representa corretamente todas as forças que atuam sobre a muleta quando ela atinge o ângulo crítico é:</p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1Njo1NiArMDAwMDM4OTI=.png"" data-filename=""58593""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1NzowMiArMDAwMDE2NTEwNQ==.png"" data-filename=""58594""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1NzowNyArMDAwMDk5MTI5NQ==.png"" data-filename=""58595""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1NzoxNCArMDAwMDc5MDUx.png"" data-filename=""58596""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1NzoyMSArMDAwMDE1NDEwOA==.png"" data-filename=""58597""><br></p></div>",E,"<div class=""dangerous-html""><p style=""text-align:justify"">Nessa questão, para representarmos corretamente todas as forças que atuam sobre a muleta quando ela atinge o ângulo crítico, devemos levar em consideração algumas características das forças:&nbsp;</p><p></p><div style=""text-align:justify"">- Normal (N): é perpendicular à superfície e é aplicada exatamente no ponto de contato com o solo</div><div style=""text-align:justify"">- Peso (P): aponta verticalmente para baixo e seu ponto de aplicação é no centro de massa (CM)</div><div style=""text-align:justify"">- Atrito Estático (F<sub>e</sub>&nbsp;): contrário ao sentido de tendência de deslizamento da muleta</div><div style=""text-align:justify"">- Força (F): de acordo com o próprio enunciado, ela se mantém paralela à muleta. Dessa forma, podemos equilibrar sua componente F<sub>x</sub> com o atrito estático e sua componente F<sub>y</sub>, com a normal e o peso.&nbsp;</div><p></p><p style=""text-align:justify"">Analisando as alternativas, vemos que a melhor se enquadra com as características acima é a alternativa E.&nbsp;</p><p style=""text-align:justify""><br></p></div>"
18,Questão 109 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)A biomassa celulósic,19,"<div><p>(ENEM 2022)</p><p style=""text-align:justify"">A biomassa celulósica pode ser utilizada para a produção de etanol de segunda geração. Entretanto, é necessário que os polissacarídeos sejam convertidos em mono e dissacarídeos, processo que pode ser conduzido em meio ácido, conforme mostra o esquema:</p><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1ODo1NyArMDAwMDYwMDY2NA==.png"" data-filename=""58598""></p><p style=""text-align:right""><br></p><p>Nessa conversão de polissacarídeos, a função do íon H<sup>+</sup> é</p></div>","<div class=""exercise-answer__content dangerous-html""><p>dissolver os reagentes.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>deslocar o equilíbrio químico.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>aumentar a velocidade da reação.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>mudar a constante de equilíbrio da reação.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>formar ligações de hidrogênio com o polissacarídeo.</p></div>",C,"<div><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMzo1NzowMCArMDAwMDI2OTczOQ==.png"" data-filename=""58731""></p><p>Podemos observar que o íon H' entra na estrutura do polissacarídeo (protona o polissacarídeo) e, ao final do processo, o íon é restituído após a conversão do polissacarídeo em mono ou dissacarídeo. Assim sendo, podemos afirmar que o íon H' atua como catalisador, aumentando a velocidade da reação.</p><p><strong>Resposta correta: C</strong></p><p><br></p></div>"
19,Questão 110 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)O ácido tartárico é,20,"<div><p>(ENEM 2022)</p><p style=""text-align:justify"">O ácido tartárico é o principal ácido do vinho e está diretamente relacionado com sua qualidade. Na avaliação de um vinho branco em produção, uma analista neutralizou uma alíquota de 25,0 mL do vinho com NaOH a 0,10 mol L<sup>-1</sup>, consumindo um volume igual a 8,0 mL dessa base. A reação para esse processo de titulação é representada pela equação química:</p><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowMjoxNyArMDAwMDI1Mzg2OQ==.png"" data-filename=""58603""></p><p>A concentração de ácido tartárico no vinho analisado é mais próxima de:</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1,8 g L<sup>-1</sup></p></div>","<div class=""exercise-answer__content dangerous-html""><p>2,4 g L<sup>-1</sup><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>3,6 g L<sup>-1</sup><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>4,8 g L<sup>-1</sup><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>9,6 g L<sup>-1</sup><br></p></div>",B,"<div><div>Observando a reação:</div><div><br></div><div style=""text-align:center""><img data-filename=""58788"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTozMzoyMiArMDAwMDI0MzAyMQ==.jpeg""></div><div style=""text-align:center""><br></div><div style=""text-align:center"">C = ?&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; C = 0,1 mol/L</div><div style=""text-align:center"">V = 25 mL&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;V = 8 mL</div><div><br></div><div>1. Para NaOH</div><div><br></div><div>0,1 mol NaOH ⇾ 1000 mL</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;x&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;⇽ 8 mL</div><div><br></div><div>x = 8 x 10-4 mol NaOH</div><div><br></div><div><br></div><div>2. 1 mol ác. tártico ⇾ 2 mol NaOH</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;⇽ 8 x 10-4 mol</div><div><br></div><div>x = 4 x 10-4 mol ác. tártico</div><div><br></div><div><br></div><div>3. 1 mol ác. tártico&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ⇾ 150 g</div><div>&nbsp; &nbsp; 4 x 10-4 mol ác. tártico&nbsp; &nbsp; ⇾ x</div><div><br></div><div>x = 0,06 g</div><div><br></div><div><br></div><div>4. 0,06 g&nbsp; &nbsp;⇾&nbsp; &nbsp;25 mL</div><div>&nbsp; &nbsp; &nbsp; &nbsp;x&nbsp; &nbsp; &nbsp; &nbsp; ⇽&nbsp; &nbsp;1000 mL</div><div><br></div><div>x = 2,4 g/L</div><div><br></div><div><strong>Resposta correta: B</strong></div><div><strong><br></strong></div><div><div></div></div></div>"
20,Questão 111 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)O manual de uma duch,21,"<div><p>(ENEM 2022)</p><p style=""text-align:justify"">O manual de uma ducha elétrica informa que seus três níveis de aquecimento (morno, quente e superquente) apresentam as seguintes variações de temperatura da água em função de sua vazão:</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowNDowNyArMDAwMDg2NTIzNg==.png"" data-filename=""58606""></p><p style=""text-align:justify"">Utiliza-se um disjuntor para proteger o circuito dessa ducha contra sobrecargas elétricas em qualquer nível de aquecimento. Por padrão, o disjuntor é especificado pela corrente nominal igual ao múltiplo de 5 A imediatamente superior à corrente máxima do circuito. Considere que a ducha deve ser ligada em 220 V e que toda a energia é dissipada através da resistência do chuveiro e convertida em energia térmica transferida para a água, que apresenta calor específico de 4,2&nbsp; J/g ºC&nbsp; e densidade de 1 000&nbsp; g/L.</p><p style=""text-align:justify"">O disjuntor adequado para a proteção dessa ducha é especificado por:</p></div>","<div class=""exercise-answer__content dangerous-html""><p>60 A</p></div>","<div class=""exercise-answer__content dangerous-html""><p>30 A</p></div>","<div class=""exercise-answer__content dangerous-html""><p>20 A</p></div>","<div class=""exercise-answer__content dangerous-html""><p>10 A</p></div>","<div class=""exercise-answer__content dangerous-html""><p>5 A</p></div>",B,"<div><p>Da definição de potência e utilizando a informação de que toda energia é dissipada através da resistência do chuveiro e convertida em energia térmica transferida para água, teremos:<br></p><div style=""text-align:center""><br></div><div style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTo0ODo0OSArMDAwMDM5ODcxNw==.png"" data-filename=""58802""><br><br><div style=""text-align:left"">Onde:</div><div style=""text-align:left"">d → densidade da água<br>V → Volume</div><div style=""text-align:left""><span style=""font-size:1em"">Δt&nbsp;</span><span style=""text-align:center"">→ variação de tempo</span></div><div style=""text-align:left""><span style=""font-size:1em"">c </span>→<span style=""font-size:1em"">&nbsp;calor específico&nbsp;</span></div><div style=""text-align:left""><span style=""font-size:1em"">Δθ&nbsp;</span><span>→ variação de temperatura</span></div><div style=""text-align:left""><span>U&nbsp;</span><span>→ tensão elétrica</span></div><div style=""text-align:left""><span>i&nbsp;</span><span>→ intensidade da corrente elétrica&nbsp;</span></div><div style=""text-align:left""><span><br></span></div><div style=""text-align:left""><span>Para calcularmos o i<sub>max&nbsp;</sub>&nbsp;, devemos usar o nível de maior aquecimento, ou seja, o superquente. Assim sendo, teremos:&nbsp;</span></div><div style=""text-align:left""><span><br></span></div><div style=""text-align:left""><div style=""text-align:center""><img data-filename=""58815"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMjo0MDoyNyArMDAwMDU4NTcxNw==.png""></div><div style=""text-align:center""></div><div style=""text-align:justify"">Logo, de acordo com o critério do texto, escolhemos 30A.&nbsp;</div><div style=""text-align:justify""></div><div style=""text-align:justify""><strong>Resposta correta: B</strong></div><div style=""text-align:justify""><br></div><div style=""text-align:justify""></div></div></div><p></p></div>"
21,Questão 112 de Ciências da Natureza e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Um grupo de alunos r,22,"<div><p>(ENEM 2022)</p><p style=""text-align:justify"">Um grupo de alunos realizou um experimento para observar algumas propriedades dos ácidos, adicionando um pedaço de mármore (CaCO<sub>3</sub>) a uma solução aquosa de ácido clorídrico (HCI), observando a liberação de um gás e o aumento da temperatura.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjoxMDo1OSArMDAwMDYzOTg5MQ==.png"" data-filename=""58621""></p><p>O gás obtido no experimento é o:</p></div>","<div class=""exercise-answer__content dangerous-html""><p>H<sub>2</sub></p></div>","<div class=""exercise-answer__content dangerous-html""><p>O<sub>2</sub></p></div>","<div class=""exercise-answer__content dangerous-html""><p>CO<sub>2</sub></p></div>","<div class=""exercise-answer__content dangerous-html""><p>CO</p></div>","<div class=""exercise-answer__content dangerous-html""><p>CI<sub>2</sub></p></div>",C,"<div><p style=""text-align:justify"">Observe a reação:&nbsp;</p><p style=""text-align:center""><img data-filename=""58816"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMjo0NDo0MiArMDAwMDE1NDYzNg==.png""></p><p style=""text-align:justify"">Como o ácido carbônico é instável, ele se decompõe em água e CO<sub>2</sub></p><p style=""text-align:justify""><strong>Resposta correta: C</strong></p><p style=""text-align:justify""><br></p></div>"
