,title,order,body,A,B,C,D,E,resposta,resolucao
10,"Questão 06 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Fui na delegacia e f",11,"<div class=""dangerous-html""><div style=""text-align:justify"">(ENEM 2022)<br></div><div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Fui na delegacia e falei com o tenente. Que homem amavel! Se eu soubesse que ele era tão amavel, eu teria ido na delegacia na primeira intimação. [...] O tenente interessou-se pela educação dos meus filhos. Disse-me que a favela é um ambiente propenso, que as pessoas tem mais possibilidade de delinquir do que tornar-se util a patria e ao país. Pensei: se ele sabe disto, porque não faz um relatorio e envia para os politicos? O senhor Janio Quadros, o Kubstchek e o Dr. Adhemar de Barros? Agora falar para mim, que sou uma pobre lixeira. Não posso resolver nem as minhas dificuldades.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">…O Brasil precisa ser dirigido por uma pessoa que já passou fome. A fome tambem é professora.&nbsp;</div><div style=""text-align:justify"">&nbsp; &nbsp;Quem passa fome aprende a pensar no próximo,e nas crianças.&nbsp;</div><div style=""text-align:justify""><br></div><div style=""text-align:right""><span>JESUS, C. M. <strong>Quarto de despejo:</strong> diário de uma favelada. São Paulo: Ática, 2014.</span></div><div><br></div><div>&nbsp;A partir da intimação recebida pelo filho de 9 anos, a autora faz uma reflexão em que transparece a</div></div><div><br></div><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>lição de vida comunicada pelo tenente.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>predisposição materna para se emocionar.</p><p><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>atividade política marcante da comunidade.&nbsp;</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>&nbsp;resposta irônica ante o discurso da autoridade.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>necessidade de revelar seus anseios mais íntimos.</p><div><br></div></div>",D,"
No texto, quando o tenente revela seu interesse pela educação dos filhos e sua opinião acerca do ambiente em que mora a personagem/narradora, esta mostra sua indignação ao responder de forma irônica e mental o posicionamento daquele. Isso é reforçado no final do texto ao afirmar que o país precisa ser dirigido por uma pessoa que já passou fome."
11,"Questão 07 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",12,"<div class=""dangerous-html""><p>(ENEM 2022)&nbsp;<br></p><p style=""text-align:justify"">Firmo, o vaqueiro</p><p style=""text-align:justify"">No dia seguinte, à hora em que saia o gado, estava eu debruçado à varanda quando vi o cafuzo que preparava o animal viajeiro:</p><p style=""text-align:justify"">-Raimundinho, como vai ele?...</p><p style=""text-align:justify"">De longe apontou a palhoça.</p><p style=""text-align:justify"">-Sim.</p><p style=""text-align:justify"">O braço caiu-lhe, olhou-me algum tempo comovido: depois, saltando para o animal, levou o polegar à boca fazendo estalar a unha nos dentes: ""As quatro horas da manhã... Atirei um verso e disse, para bulir com ele: Pega, velho! Não respondeu. Tio Firmo, mesmo velho e doente, não era homem para deixar um verso no chão... Fui ver, coitado... estava morto"". E deu de esporas para que eu não lhe visse as lágrimas.</p><p><br></p><p style=""text-align:right""><span>NETTO C MARCHEZAN LG (Org) <strong>O conto regionalista.</strong></span></p><p style=""text-align:right""><span>São Paulo Martins Fontes, 2009.</span></p><p><br></p><p>&nbsp;A passagem registra um momento em que a expressividade lírica é reforçada pela</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>plasticidade da imagem do rebanho reunido.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>sugestão da firmeza do sertanejo ao arrear o cavalo</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>situação de pobreza encontrada nos sertões brasileiros.</p><div><br></div><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>afetividade demonstrada ao noticiar a morte do cantador.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>preocupação do vaqueiro em demonstrar sua virilidade.</p><div><br></div></div>",D,"
A expressividade lírica, o caráter subjetivo ou romântico da arte, é demonstrada quando o narrador, ao noticiar a morte do cantador, faz uso da afetividade (emoções e sentimentos). reforçando o lirismo do texto. Trata de um assunto tão frio de uma forma subjetiva."
12,"Questão 08 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)O bebê de tarlatana",13,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:center"">O bebê de tarlatana rosa</p><p>- [...] Na terça desliguei-me do grupo e cai no mar alto da depravação, só, com uma roupa leve por cima da pele e todos os maus instintos fustigados. De resto a cidade inteira estava assim. É o momento em que por trás das máscaras as meninas confessam paixões aos rapazes, é o instante em que as ligações mais secretas transparecem, em que a virgindade é dúbia, e todos nós a achamos inútil, a honra uma caceteação, o bom senso uma fadiga. Nesse momento udo é possível, os maiores absurdos, os maiores crimes; nesse momento há um riso que galvaniza os sentidos e o beijo se desata naturalmente.<br></p><p>Eu estava trepidante, com uma ânsia de acanalhar-me, quase mórbida. Nada de raparigas do galarim perfumadas por demais conhecidas, nada do contato familiar, mas o deboche anônimo, o deboche ritual de chegar, pegar, acabar, continuar. Era ignóbil. Felizmente muita gente sofre do mesmo mal no carnaval.</p><p style=""text-align:right"">RIO, J. <strong>Dentro da noite.</strong> São Paulo: Antiqua, 2002.</p><div>No texto, o personagem vincula ao carnaval atitudes reações coletivas diante das quais expressa<br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>consagração da alegria do povo.&nbsp;<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>atração e asco perante atitudes libertinas.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>espanto com a quantidade de foliões nas ruas.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>intenção de confraternizar com desconhecidos.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>reconhecimento da festa como manifestação cultural.</p><div><br></div></div>",B,"
O texto trata de uma percepção pessoal sobre um acontecimento festivo do país, o carnaval. O narrador aborda atitudes e reações coletivas, mostrando-se seduzido pela festa. Além disso, o asco é apontado no último parágrafo quando se diz trepidante, que significa oscilante, duvidoso."
13,"Questão 09 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",14,"<div class=""dangerous-html""><p>(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">A conquista da medalha de prata por Rayssa Leal no skate street nos Jogos Olímpicos, é exemplo da representatividade feminina no esporte, avalia a âncora do jornal da rede de televisão da CNN. A apresentadora, que também anda de skate, celebrou a vitória da brasileira, que entrou para a história como a atleta mais nova a subir num pódio defendendo o Brasil. ""Essa representatividade do esporte nos Jogos faz pensarmos que não temos que ficar nos encaixando em nenhum lugar. Posso gostar de passar notícia e, mesmo assim, gostar de skate, subir montanha, mergulhar, andar de bike, fazer yoga. Temos que parar de ficar enquadrando as pessoas dentro de regras. A gente vive num padrão no qual a menina ganha boneca, mas por que também não fazer um esporte de aventura? Por que o homem pode se machucar, cair de joelhos, e a menina tem que estar sempre lindinha dentro de um padrão? Acabamos limitando os talentos das pessoas, afirmou a jornalista, sobre a prática do skate por mulheres.</p><p style=""text-align:right""><span>Disponível em:</span><strong><span> www</span></strong><span>.cnnbrasil.com.br. Acesso em: 31 out, 2021 (adaptado).</span></p><p style=""text-align:right""><br></p><p>O discurso da jornalista traz questionamentos sobre a relação da conquista da skatista com a</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>conciliação do jornalismo com a prática do skate</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>inserção das mulheres na modalidade skate street.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>desconstrução da noção do skate como modalidade masculina.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>vanguarda de ser a atleta mais jovem a subir no pódio olímpico.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>conquista de medalha nos Jogos Olímpicos de Tóquio.</p><div><br></div></div>",C,"
Durante anos, a noção do skate era atribuída à figura do homem. No entanto, o discurso da jornalista traz posicionamentos associando a vitória da skatista ao acesso de meninas e mulheres à modalidade skate street. Além disso, a jornalista evidencia essa desconstrução ao questionar os padrões estabelecidos pela sociedade, o que fica concretizado nas duas perguntas ao final do texto."
14,"Questão 10 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)""Vida perfeita"" em r",15,"<div class=""dangerous-html""><p>(ENEM 2022)<br></p><p><strong>""Vida perfeita"" em redes sociais pode afetar a saúde mental.</strong></p><p>Nas várias redes sociais que povoam a internet, os chamados digital influencers estão sempre felizes e pregam a felicidade como um estilo de vida. Essas pessoas espalham conteúdo para milhares de seguidores, ditando tendência e mostrando um estilo de vida sonhado por muitos, como o corpo esbelto, viagens incríveis, casas deslumbrantes, carros novos e alegria em tempo integral, algo bem improvável de ocorrer o tempo todo, aponta Carla Furtado, mestre em psicologia e fundadora do Instituto Feliciência.</p><p>A problemática pode surgir com a busca incessante por essa felicidade, que gera efeitos colaterais em quem consome diariamente a ""vida perfeita"" de outros. Daí vem o conceito de positividade tóxica: a expressão tem sido usada para abordar uma espécie de pressão pela adoção de um discurso positivo, aliada a uma vida editada para as redes sociais. Para manter a saúde mental e evitar ser atingido pela positividade tóxica, o uso racional das redes sociais é o mais indicado, aconselha a médica psiquiatra Renata Nayara Figueiredo, presidente da Associação Psiquiátrica de Brasília (APBr).</p><p style=""text-align:right""><span>Disponível em: https://agenciabrasil.ebc.com br. Acesso em: 21 nov. 2021 (adaptado).&nbsp;</span></p><p><br></p><p>Associada ao ideário de uma ""vida perfeita"", a positividade tóxica mencionada no texto é um fenômeno social recente, que se constitui com base em</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>representações estereotipadas e superficiais de felicidade.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>ressignificações contemporâneas do conceito de alegria.&nbsp;<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>estilos de vida inacessíveis para a sociedade brasileira.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>&nbsp;atitudes contraditórias de influenciadores digitais.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>&nbsp;padrões idealizados e nocivos de beleza física.</p><div><br></div></div>",A,"
Positividade tóxica é a ideia de que pensamentos positivos devem estar acima de quaisquer outras emoções consideradas ""negativas"". Por sua vez, o texto preza pelo uso racional das redes sociais para manter a saúde mental, porque a positividade tóxica é muito difundida nesse ambiente virtual. Há a constatação de que a positividade tóxica é uma representação padronizada e imprecisa da felicidade."
15,"Questão 11 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",16,"<div><p>(ENEM 2022)&nbsp;</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0xNCAwMDowMDozMiArMDAwMDc3MjI1NA==.png"" data-filename=""58477""></p><p style=""text-align:center""><span style=""font-size:1em"">EL GRECO.<strong> Laocoonte</strong>. Óleo sobre tela, 1,37cm x 1,72cm. National Gallery of Art, Washington, Estados Unidos, circa 1610-1614.</span></p><p style=""text-align:right""><span>Disponivel em: https:/images nga gov. Acesso em: 28 jun. 2019 (adaptado).</span></p><p><br></p><p>TEXTO II</p><p>Essa impressionante obra apresenta o sacerdote Laocoonte sendo punido pelos deuses por tentar alertar Ios troianos da ameaça do Cavalo de Troia, que escondia um grupo de soldados gregos. Enviadas pelos deuses, serpentes marinhas são vistas matando Laocoonte e seus dois filhos como forma de punição.</p><p style=""text-align:right""><span>KAY, A. In: FARTHING, S. (Org). </span><strong><span>Tudo sobre arte.&nbsp;</span></strong><span>Rio de Janeiro: Sextante, 2011 (adaptado)</span>&nbsp;</p><p>Produzida no início do século XVII, a obra maneirista distingue-se pela</p></div>","<div class=""exercise-answer__content dangerous-html""><p>representação da nudez masculina.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>distorção ao representar a figura humana.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>evocação de um fato da cultura clássica grega.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>presença do tema da morte como punição da família.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>utilização da perspectiva para integrar os diferentes planos.</p></div>",B,"
O ""Maneirismo"" representa um estilo artístico que surgiu na Itália, no século XVI, no período entre a Renascença e o Barroco (1520 a 1600). Nesse período, a Europa passava por diversas transformações políticas, econômicas e culturais, tal qual o Renascimento e a Contrarreforma. Isso fez surgir uma nova estética que fugia dos moldes tradicionais e que se espalhou rapidamente por toda a Europa."
16,"Questão 12 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)TEXTO IDisponível em",17,"<div><p>(ENEM 2022)</p><p>TEXTO I</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0xNCAwMTowMjo0NyArMDAwMDYwMjIyNw==.png"" data-filename=""58490""><br></p><p style=""text-align:right""><span>Disponível em: https://dasartes.com.br. Acesso em: 16 jun 2022.</span></p><p>TEXTO II<br></p><p style=""text-align:justify"">Embora não fosse um grupo ou um movimento organizado, o Minimalismo foi um dos muitos rótulos (incluindo estruturas primárias, objetos unitários, arte ABC e Cool Art) aplicados pelos criticos para descrever estruturas aparentemente simples que alguns artistas estavam criando. Quando a arte minimalista começou a surgir, muitos críticos e um público opinativo julgaram-na fria, anônima e imperdoável. Os materiais industriais pré-fabricados frequentemente usados não pareciam ""arte"".</p><p style=""text-align:right""><span>DEMPSEY, A. Estilos, escolas e movimentos. São Paulo: Cosac &amp; Naify, 2003 (adaptado).</span></p><p>De acordo com os textos I e II, compreende-se que a obra minimalista é uma</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html"">representação da simplicidade pelo artista.</div>","<div class=""exercise-answer__content dangerous-html"">exploração da técnica da escultura cubista.</div>","<div class=""exercise-answer__content dangerous-html"">valorização do cotidiano por meio da geometria.</div>","<div class=""exercise-answer__content dangerous-html"">utilização da complexidade dos elementos formais<br></div>","<div class=""exercise-answer__content dangerous-html"">combinação de formas sintéticas no espaço utilizado<br></div>",E,"
O minimalismo aparece como uma forma de construção artística. Nesse momento, ele é caracterizado pela utilização de poucos recursos para produzir obras que apresentavam, em suma, ambiguidade de traços da pintura e escultura. Essas peças eram construídas com uso mínimo de cores e formas geométricas simples, aproveitando a ideia de síntese no espaço de apresentação."
17,"Questão 13 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",18,"<div class=""dangerous-html""><div>(ENEM 2022)&nbsp;</div><div><br></div><div><strong>Esaú e Jacó</strong></div><div><br></div><div><br></div><div>Bárbara entrou, enquanto o pai pegou da viola e passou ao patamar de pedra, à porta da esquerda. Era uma criaturinha leve e breve, saia bordada, chinelinha no pé. Não se lhe podia negar um corpo airoso. Os cabelos, apanhados no alto da cabeça por um pedaço de fita enxovalhada, faziam-lhe um solidéu natural, cuja borla era suprida por um raminho de arruda. Já vai nisto um pouco de sacerdotisa. O mistério estava nos olhos. Estes eram opacos, não sempre nem tanto que não fossem também lúcidos e agudos, e neste último estado eram igualmente compridos; tão compridos e tão agudos que entravam pela gente abaixo, revolviam o coração e tornavam cá fora, prontos para nova entrada e outro revolvimento. Não te minto dizendo que as duas sentiram tal ou qual fascinação. Bárbara interrogou-as; Natividade disse ao que vinha e entregou-lhe os retratos dos filhos e os cabelos cortados, por lhe haverem dito que bastava.<br></div><div><br></div><div>-Basta, confirmou Bárbara. Os meninos são seus filhos?&nbsp;</div><div><br></div><div>- São.</div><div><br></div><div>ASSIS, M. Obra completa. Rio de Janeiro: Nova Aguilar, 1994.</div><div><br></div><div>No relato da visita de duas mulheres ricas a uma vidente no Morro do Castelo, a ironia - um dos traços mais representativos da narrativa machadiana - consiste no</div></div>","<div class=""exercise-answer__content dangerous-html"">modo de vestir dos moradores do morro carioca.&nbsp;</div>","<div class=""exercise-answer__content dangerous-html"">senso prático em relação às oportunidades de renda</div>","<div class=""exercise-answer__content dangerous-html"">mistério que cerca as clientes de práticas de vidência.<br></div>","<div class=""exercise-answer__content dangerous-html"">misto de singeleza e astúcia dos gestos da personagem.</div>","<div class=""exercise-answer__content dangerous-html"">interesse do narrador pelas figuras femininas ambíguas.</div>",D,"
A ironia machadiana nos é apresentada através da personagem Bárbara, a vidente, a qual se mostra inicialmente uma figura dotada de certa leveza, com aspecto airoso e delicado, mas, no decorrer do fragmento, a ideia se mostra de certa forma estranha, haja vista o fato de ela apresentar-se como sagaz na sondagem das personagens, demonstrando não ser tão ""vidente"" assim, perguntando até mesmo quem eram os garotos da foto."
18,"Questão 14 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)A senhora manifestav",19,"<div class=""dangerous-html""><div>(ENEM 2022)</div><div><br></div><div><br></div><div><br></div><div>A senhora manifestava-se por atos, por gestos, e sobretudo por um certo silêncio, que amargava, que esfolava. Porém desmoralizar escancaradamente o marido, não era com ela. [...]</div><div><br></div><div>As negras receberam ordem para meter no serviço a gente do tal compadre Silveira: as cunhadas, ao fuso; os cunhados, ao campo, tratar do gado com os vaqueiros; a mulher e as irmãs, que se ocupassem da ninhada. Margarida não tivera filhos, e como os desejasse com a força de suas vontades, tratava sempre bem aos pequenitos e às mães que os estavam criando. Não era isso uma sentimentalidade cristã, uma ternura, era o egoísta e cru instinto da maternidade, obrando por mera simpatia camal. Quanto ao pai do lote (referia-se ao Antônio), esse que fosse ajudar ao vaqueiro das bestas.</div><div><br></div><div>Ordens dadas, o Quinquim referendava. Cada um moralizava o outro, para moralizar-se.&nbsp;</div><div><br></div><div><br></div><div><br></div><div style=""text-align:right""><span>PAIVA, M. O. <strong>Dona Guidinha do Poço</strong>. Rio de Janeiro: Tecnoprint, s/d.</span><span></span></div><div><br></div><div>No trecho do romance naturalista, a forma como o narrador julga comportamentos e emoções personagens femininas revela influência do pensamento&nbsp;</div></div>","<div class=""exercise-answer__content dangerous-html"">capitalista, marcado pela distribuição funcional do trabalho<br></div>","<div class=""exercise-answer__content dangerous-html"">liberal, buscando a igualdade entre pessoas escravizadas e livres</div>","<div class=""exercise-answer__content dangerous-html"">científico, considerando o ser humano como um fenômeno biológico</div>","<div class=""exercise-answer__content dangerous-html"">religioso, fundamentado na fé e na aceitação dos dogmas do cristianismo</div>","<div class=""exercise-answer__content dangerous-html"">afetivo, manifesto na determinação de acolher familiares e no respeito mútuo</div>",C,"

Empenhados em escrever um retrato fidedigno da realidade, ao contrário do universo idealizado e subjetivo do romantismo, os naturalistas desenvolveram um estilo literário objetivo e, como postulou o próprio Zola, anatômico: o ""retomo à natureza"" focalizava o lado mais animalesco do homem, em frequentes descrições patológicas doenças, hereditariedade, influências do meio, em uma constante luta pela sobrevivência."
19,"Questão 15 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",20,"<div class=""dangerous-html""><div>(ENEM 2022)&nbsp;</div><div><br></div><div><br></div><div><br></div><div>Era o êxodo da seca de 1898. Uma ressurreição de cemitérios antigos-esqueletos redivivos, com o aspecto terroso e o fedor das covas podres.</div><div>Os fantasmas estropiados como que iam dançando, de tão trôpegos e trêmulos, num passo arrastado de quem leva as pernas, em vez de ser levado por elas.</div><div>Andavam devagar, olhando para trás, como quem quer voltar. Não tinham pressa em chegar, porque não sabiam aonde iam. Expulsos de seu paraíso por espadas de fogo, iam, ao acaso, em descaminhos, no arrastão dos maus fados.</div><div>Fugiam do sol e o sol guiava-os nesse forçado nomadismo.</div><div>Adelgaçados na magreira cômica, cresciam, como se o vento os levantasse. E os braços afinados desciam-lhes aos joelhos, de mãos abanando.</div><div>Vinham escoteiros. Menos os hidrópicos - de ascite consecutiva à alimentação tóxica com os fardos das barrigas alarmantes.</div><div>Não tinham sexo, nem idade, nem condição nenhuma. Eram os retirantes. Nada mais.</div><div><br></div><div style=""text-align:right""><span>ALMEIDA, J. A. <strong>A bagaceira</strong>. Rio de Janeiro: J. Olympio, 1978.</span></div><div><br></div><div>Os recursos composicionais que inserem a obra no chamado ""Romance de 30"" da literatura brasileira manifestam-se aqui no(a)</div></div>","<div class=""exercise-answer__content dangerous-html"">desenho cru da realidade dramática dos retirantes.</div>","<div class=""exercise-answer__content dangerous-html"">indefinição dos espaços para efeito de generalização.</div>","<div class=""exercise-answer__content dangerous-html"">análise psicológica da reação dos personagens à seca.</div>","<div class=""exercise-answer__content dangerous-html"">engajamento político do narrador ante as desigualdades.</div>","<div class=""exercise-answer__content dangerous-html"">contemplação lírica da paisagem transformada em alegoria.</div>",A,"
O “Romance de 30"" traz diversas obras de caráter social da segunda fase do Modernismo no Brasil (1930-1945). Influenciados pelo movimento Neorrealista, esses romances são chamados de romances neorrealistas ou romances regionalistas. Isso porque abordam aspectos de algumas regiões do país, como a seca do Nordeste. O romance de 30 teve como marco inicial a publicação do romance ""A Bagaceira"" (1928) do escritor José Américo de Almeida. Os escritores dessa geração estavam preocupados em denunciar as desigualdades e injustiças sociais no país, sobretudo na região do Nordeste."
20,"Questão 16 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022) O texto sobre os c",21,"<div><p><span>(ENEM 2022) </span><br></p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0xNCAwMTowMDoyMiArMDAwMDk5NDA3OQ==.png"" data-filename=""58489""><br></p><p><span><br></span></p><p><span> O texto sobre os chamados nativos digitais traz informações com a função de</span><br></p></div>","<div class=""exercise-answer__content dangerous-html"">propor ações específicas para cada etapa da infância.</div>","<div class=""exercise-answer__content dangerous-html"">estabelecer regras que devem ser seguidas à risca.</div>","<div class=""exercise-answer__content dangerous-html"">explicar os efeitos do acesso precoce à internet.</div>","<div class=""exercise-answer__content dangerous-html"">determinar a incorporação de rituais à educação dos filhos<br></div>","<div class=""exercise-answer__content dangerous-html"">educar com base em um conjunto de estratégias formativas</div>",A,"
O texto é um manual de orientação, cujo objetivo é orientar pais e pediatras sobre direcionamentos necessários para educar nativos digitals. Verifica-se que há ações especificas para cada fase: até 2 anos, de 2 a 5 anos e até 10 anos."
21,"Questão 17 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022) Soluços, lágrimas,",22,"<div class=""dangerous-html""><p><span style=""font-size:1em"">(ENEM 2022) </span></p><p></p><div style=""text-align:justify""><br></div><div style=""text-align:justify""></div><p></p><div style=""text-align:justify"">Soluços, lágrimas, casa armada, veludo preto nos portais, um homem que veio vestir o cadáver, outro que tomou a medida do caixão, caixão, essa, tocheiros, convites, convidados que entravam, lentamente, a passo surdo, e apertavam a mão à família, alguns tristes, todos sérios e calados, padre e sacristão, rezas, aspersões d'água benta, o fechar do caixão, a prego e martelo, seis pessoas que o tomam da essa, e o levantam, e o descem a custo pela escada, não obstante os gritos, soluços e novas lágrimas da família, e vão até o coche fúnebre, e o colocam em cima e traspassam e apertam as correias, o rodar do coche, o rodar dos carros, um a um... Isto que parece um simples inventário eram notas que eu havia tomado para um capítulo triste e vulgar que não escrevo.&nbsp;</div><div><br></div><p style=""text-align:right""><span>ASSIS, M.</span><span> Memórias póstumas do Brás Cubas</span><span>. Disponível em: www.dominiopublico.gov.br.</span><span>Acesso em: 25 jul 2022</span></p><p style=""text-align:right""><span><br></span></p><p style=""text-align:right""><span><br></span></p><p style=""text-align:left"">O recurso linguístico que permite a Machado de Assis considerar um capítulo de Memórias póstumas de Brás Cubas como inventário é a<br></p></div>","<div class=""exercise-answer__content dangerous-html"">enumeração de objetos e fatos</div>","<div class=""exercise-answer__content dangerous-html"">predominância de linguagem objetiva</div>","<div class=""exercise-answer__content dangerous-html"">ocorrência de período longo no trecho</div>","<div class=""exercise-answer__content dangerous-html"">combinação de verbos no presente e no pretérito</div>","<div class=""exercise-answer__content dangerous-html"">presença de léxico do campo semântico de funerais</div>",A,"
A questão relaciona o texto literário e os recursos expressivos na produção de Machado de Assis. No texto, o autor menciona a palavra ""inventário"", cujo objetivo é o levantamento e a enumeração de bens da pessoa falecida."
22,"Questão 18 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022) Criado há cerca de",23,"<div class=""dangerous-html""><div style=""text-align:justify"">(ENEM 2022) Criado há cerca de 20 anos na Califórnia, o mountainboard é um esporte de aventura que utiliza uma espécie de skate off-road para realizar manobras similares às das modalidades de snowboard, surf e do próprio skate. A atividade chegou ao Brasil em 1997 e hoje possui centenas de praticantes, um circuito nacional respeitável e mais de uma dezena de pistas espalhadas pelo país. Segundo consta na história oficial, o mountainboard foi criado por praticantes de snowboard que sentiam falta de praticar o esporte nos períodos sem neve. Para isso, eles desenvolveram um equipamento bem simples: uma prancha semelhante ao modelo utilizado na neve (menor e um pouco menos flexível), com dois eixos bem resistentes, alças para encaixar os pés e quatro pneus com câmaras de ar para regular a velocidade que pode ser alcançada em diferentes condições. Com essa configuração, o esporte se mostrou possível em diversos tipos de terreno: grama, terra, pedras, asfalto e areia. Além desses pisos, também é possível procurar pelas próprias trilhas para treinar as manobras.</div><div><br></div><div style=""text-align:right""><span>Disponivel em www.webventure.com br Acesso em: 19 jun 2019</span></div><div><br></div><div>A história da prática do mountainboard representa uma das principais marcas das atividades de aventura, caracterizada pela</div></div>","<div class=""exercise-answer__content dangerous-html""><p>&gt;competitividade entre seus praticantes.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>atividade com padrões técnicos definidos.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>modalidade com regras predeterminadas.</p><p></p></div>","<div class=""exercise-answer__content dangerous-html""><p>criatividade para adaptações a novos espaços.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>necessidade de espaços definidos para a sua realização.</p><p></p></div>",D,"
O texto apresenta informações sobre o esporte ""mountain- board"", que chegou ao Brasil em 1997 e foi criado por praticantes de ""snowboard"", que sentiam falta de praticar o esporte nos períodos sem neve. Para isso, criaram um equipamento que se adaptasse a novos espaços."
